3157,E.B. White
3157,talking animals
3168,drugs
3172,based on a poem
3181,based on a play
3204,based on a book
3205,black and white
3207,Ernest Hemingway
3208,National Lampoon
3208,parody
3210,directorial debut
3210,ensemble cast
3247,Catholicism
3247,Christianity
3247,religion
3254,music business
3254,rock and roll
3256,based on a book
3257,interracial romance
3267,directorial debut
3271,based on a book
3271,John Steinbeck
3275,serial killer
3298,directorial debut
3298,stock market
3313,National Lampoon
3335,imdb bottom 100
3355,Nudity (Rear)
3360,directorial debut
3363,rock and roll
3375,based on a book
3375,Robert Heinlein
3390,imdb bottom 100
3396,franchise
3396,talking animals
3397,franchise
3397,talking animals
3398,franchise
3398,talking animals
3429,directorial debut
3435,based on a book
3437,imdb bottom 100
3442,directorial debut
3447,based on a book
3451,interracial romance
3461,based on a book
3462,black and white
3463,National Lampoon
3469,biology
3469,black and white
3469,science
3469,true story
3478,biography
3478,music business
3478,true story
3481,based on a book
3489,J.M. Barrie
3489,uplifting
3489,whimsical
3490,trains
3499,based on a book
3503,based on a book
3503,remade
3503,space
3528,based on a book
3543,directorial debut
3550,directorial debut
3552,directorial debut
3554,basketball
3556,directorial debut
3578,revenge
3593,imdb bottom 100
3598,based on a play
3606,directorial debut
3606,New York City
3617,National Lampoon
3629,black and white
3635,franchise
3653,Australia
3653,Hawaii
3653,New Zealand
3653,South Africa
3668,based on a play
3671,parody
3676,directorial debut
3679,rock and roll
3683,directorial debut
3698,based on a book
3698,reality TV
3698,satire
3698,television
3708,based on a book
3708,Stephen King
3719,based on a play
3723,based on a play
3732,based on a book
3751,talking animals
3755,big budget
3769,directorial debut
3773,hip hop
3779,Robert Heinlein
3785,parody
3791,rock and roll
3793,biology
3793,ensemble cast
3793,franchise
3793,genetics
3793,mutants
3820,trains
3863,directorial debut
3863,serial killer
3863,surreal
3872,based on a play
3872,Tennessee Williams
3927,Jerome Bixby
3932,based on a book
3932,H.G. Wells
3939,imdb bottom 100
3959,based on a book
3959,H.G. Wells
3977,directorial debut
3985,based on a book
3985,World War II
3986,biology
3986,cloning
3988,based on a book
3988,Christmas
3988,remake
3989,Oscar (Best Documentary Feature)
3999,mountain climbing
4002,trains
4027,based on a book
4037,directorial debut
4051,imdb bottom 100
4054,hip hop
4065,drugs
4065,Nudity (Topless)
4065,revenge
4066,blaxploitation
4066,parody
4068,cheerleading
4084,sequel
4085,police
4091,high school
4095,true story
4096,H.P. Lovecraft
4105,directorial debut
4113,based on a play
4125,imdb bottom 100
4133,based on a TV show
4148,serial killer
4153,remake
4178,based on a book
4178,John Steinbeck
4189,based on a book
4189,Christianity
4196,H.P. Lovecraft
4207,military
4226,black and white
4238,based on a book
4246,based on a book
4262,remake
4274,big budget
4278,black and white
4278,Nazis
4280,based on a book
4306,parody
4310,big budget
4321,Colorado
4339,based on a book
4339,trains
4341,based on a book
4344,hackers
4351,Hawaii
4370,artificial intelligence
4370,fairy tale
4370,robots
4388,parody
4409,black and white
4413,based on a book
4413,H.G. Wells
4429,based on a book
4429,Herman Melville
4429,Ray Bradbury
4447,college
4450,true story
4452,directorial debut
4479,biography
4479,jazz
4499,con men
4544,robots
4546,based on a book
4560,based on a book
4560,Dean Koontz
4570,directorial debut
4598,imdb bottom 100
4642,based on a book
4642,directorial debut
4698,directorial debut
4720,twist ending
4745,based on a play
4750,imdb bottom 100
4754,island
4754,religion
4754,small town
4765,directorial debut
4771,baseball
4771,based on a book
4775,imdb bottom 100
4792,remade
4803,directorial debut
4842,based on a book
4856,space
4858,space
4861,space
4865,serial killer
4870,multiple storylines
4870,strippers
4878,directorial debut
4896,based on a book
4896,franchise
4909,directorial debut
4944,based on a book
4944,H.G. Wells
4951,based on a book
4951,island
4963,ensemble cast
4973,surreal
4978,based on a play
4979,ensemble cast
4989,college
5009,boxing
5014,disability
5014,mental illness
5015,interracial romance
5034,directorial debut
5045,imdb bottom 100
5049,police
5060,satire
5060,Vietnam War
5084,directorial debut
5137,hip hop
5171,based on a book
5171,H.G. Wells
5218,talking animals
5254,sequel
5283,National Lampoon
5290,based on a book
5290,H.G. Wells
5290,space
5291,rape
5294,serial killer
5294,twist ending
5298,directorial debut
5342,directorial debut
5364,adultery
5364,sensual
5364,sexy
5398,directorial debut
5398,sports
5401,blaxploitation
5401,parody
5445,based on a book
5446,scenic
5469,directorial debut
5481,James Bond
5481,parody
5530,virtual reality
5544,directorial debut
5570,directorial debut
5617,black comedy
5617,sex
5630,serial killer
5650,Canada
5664,hip hop
5666,based on a book
5669,Oscar (Best Documentary Feature)
5677,directorial debut
5697,directorial debut
5705,directorial debut
5791,biography
5810,hip hop
5812,interracial romance
5816,based on a book
5816,franchise
5837,imdb bottom 100
5867,based on a book
5867,directorial debut
5881,based on a book
5881,remake
5881,space
5882,based on a book
5897,directorial debut
5902,based on a book
5902,black comedy
5903,directorial debut
5903,drugs
5903,fascism
5910,imdb bottom 100
5933,based on a book
5933,John Steinbeck
5941,college
5941,directorial debut
5941,music business
5945,road trip
5955,directorial debut
5956,New York City
5965,directorial debut
5991,Chicago
5991,directorial debut
5994,based on a book
5994,Charles Dickens
6003,based on a book
6003,directorial debut
6016,based on a book
6016,brutal
6016,serial killer
6160,Africa
6188,college
6188,fraternity
6188,Nudity (Rear)
6207,football
6207,sports
6231,biography
6231,jazz
6237,biography
6245,directorial debut
6255,based on a book
6255,Christianity
6255,religion
6279,casino
6279,gambling
6279,heist
6279,Nudity (Topless - Brief)
6289,ocean
6289,shipwreck
6289,submarine
6296,folk music
6297,based on a book
6299,animals
6299,nature
6303,based on a book
6305,based on a book
6305,fascism
6305,Ray Bradbury
6305,subversive
6322,con men
6323,twist ending
6334,directorial debut
6334,high school
6340,music business
6340,rhythm & blues
6365,big budget
6377,talking animals
6400,Oscar (Best Documentary Feature)
6405,based on a book
6427,trains
6466,interracial romance
6476,based on a book
6483,imdb bottom 100
6483,reality TV
6534,mutants
6552,immigrants
6563,directorial debut
6570,based on a book
6570,Nudity (Topless)
6584,directorial debut
6586,sequel
6587,imdb bottom 100
6591,Christianity
6593,Child as Adult
6598,Hawaii
6607,based on a book
6607,John Steinbeck
6617,Alberta
6617,based on a book
6617,Canada
6620,true story
6645,directorial debut
6646,Nudity (Topless)
6657,Ray Bradbury
6661,physics
6661,science
6672,journalism
6685,imdb bottom 100
6697,prison
6705,true story
6708,based on a book
6708,twist ending
6764,Brazil
6764,South America
6765,Italy
6771,National Lampoon
6780,based on a book
6780,science
6796,directorial debut
6796,ghetto
6796,poverty
6797,organized crime
6798,directorial debut
6827,imdb bottom 100
6827,saturday night live
6849,Charles Dickens
6858,directorial debut
6867,directorial debut
6867,midgets
6867,small town
6868,Nudity (Full Frontal)
6868,pornography
6869,Brazil
6870,based on a book
6872,imdb bottom 100
6873,black comedy
6875,Alfred P. Sloan Feature Film Prize
6879,based on a book
6880,serial killer
6883,biography
6883,writer's life
6888,parody
6893,remade
6906,based on a book
6906,S.E. Hinton
6934,big budget
6936,New York City
6938,Australia
6938,Hawaii
6942,Christmas
6942,directorial debut
6942,ensemble cast
6942,multiple storylines
6942,uplifting
6951,based on a book
6951,Dr. Seuss
6957,Christmas
6959,based on a book
6959,time travel
6961,based on a book
6969,directorial debut
6979,artificial intelligence
6979,hackers
6979,military
6984,based on a book
6984,Charles Dickens
6990,trains
6995,imdb bottom 100
7004,elementary school
7019,monkey
7044,based on a book
7060,based on a book
7060,Biblical
7060,Christianity
7060,religion
7060,rock and roll
7065,black and white
7065,racism
7069,based on a play
7080,based on a book
7080,black and white
7102,police
7123,based on a book
7128,H.G. Wells
7134,directorial debut
7137,casino
7137,gambling
7142,dance
7142,hip hop
7143,Japan
7147,surreal
7152,based on a book
7154,college
7154,school drama
7157,blaxploitation
7157,jewish
7157,parody
7158,based on a book
7160,directorial debut
7160,prostitution
7162,based on a book
7163,based on a book
7164,based on a book
7164,J.M. Barrie
7184,based on a play
7184,Tennessee Williams
7189,imdb bottom 100
7215,based on a book
7215,Ernest Hemingway
7244,imdb bottom 100
7254,alternate endings
7256,nature
7256,scenic
7259,black
7259,hip hop
7259,imdb bottom 100
7265,incest
7315,boxing
7318,based on a book
7318,Biblical
7318,Christianity
7319,island
7338,based on a play
7346,high school
7346,pornography
7364,ireland
7373,superhero
7376,remake
7376,true story
7380,based on a book
7380,magic
7386,based on a book
7386,Christianity
7387,remade
7402,based on a book
7402,H.G. Wells
7454,big budget
7458,based on a poem
7458,big budget
7459,Brazil
7459,South America
7460,black and white
7481,based on a book
7484,rock and roll
7580,based on a book
7585,Venice
7624,high school
7624,prep school
7624,school drama
7757,based on a poem
7770,based on a book
7836,Oscar (Best Documentary Feature)
7836,rock and roll
7841,Frank Herbert
7842,based on a book
7842,Frank Herbert
7888,broadway
7891,based on a book
7901,H.P. Lovecraft
7918,directorial debut
7932,New York City
7932,trains
7934,black and white
7934,mockumentary
7943,Ernest Hemingway
7944,based on a play
7944,Mexico
7944,Tennessee Williams
8015,based on a book
8039,parody
8057,based on a play
8057,Tennessee Williams
8092,based on a book
8092,Brian Aldiss
8147,based on a book
8191,based on a play
8194,based on a play
8194,Tennessee Williams
8201,Brazil
8201,Christianity
8201,religion
8201,South America
8267,directorial debut
8341,based on a book
8341,Charles Dickens
8360,parody
8360,talking animals
8361,unrealistic
8363,black
8366,directorial debut
8366,high school
8366,irreverent
8366,satire
8366,subversive
8368,based on a book
8368,franchise
8426,robots
8455,Oscar (Best Documentary Feature)
8492,Charles Dickens
8507,black and white
8512,parody
8519,imdb bottom 100
8535,biography
8535,true story
8574,Christmas
8574,claymation
8581,true story
8612,based on a book
8612,directorial debut
8623,based on a play
8633,space
8633,video game
8636,big budget
8644,based on a book
8644,Isaac Asimov
8681,Holy Grail
8690,based on a book
8781,based on a book
8781,brainwashing
8781,remake
8782,based on a TV show
8783,small town
8783,twist ending
8784,directorial debut
8840,directorial debut
8853,directorial debut
8873,South America
8879,based on a book
8879,trains
8914,Alfred P. Sloan Feature Film Prize
8914,directorial debut
8914,low budget
8914,physics
8914,science
8918,black comedy
8921,based on a play
8921,Tennessee Williams
8924,directorial debut
8938,mental illness
8957,serial killer
8962,hip hop
8965,big budget
8965,trains
8966,Nudity (Full Frontal)
8966,psychology
8966,science
8970,J.M. Barrie
8977,big budget
8984,ensemble cast
9017,based on a book
9017,Charles Dickens
25736,based on a book
25736,Robert Louis Stevenson
25828,based on a play
25923,based on a book
26117,Ernest Hemingway
26148,trains
26379,Christianity
26379,religion
26485,based on a book
26485,S.E. Hinton
26554,based on a book
26554,Post apocalyptic
26682,police
26693,based on a book
26693,clowns
26693,Stephen King
26704,New York City
27266,trains
27456,antarctica
27592,revenge
27611,space
27618,Ray Bradbury
27648,based on a book
27685,cheerleading
27790,heartwarming
27790,imaginary friend
27790,surreal
27808,immigrants
27812,rock and roll
27812,trains
27822,ocean
27822,shark
27831,directorial debut
27874,National Lampoon
27878,Oscar (Best Documentary Feature)
27882,Hawaii
27904,based on a book
30707,sports
30793,based on a book
30818,Biography
30818,true story
30848,based on a book
30848,New Orleans
30850,based on a play
31101,South Africa
31101,true story
31410,Nazis
31424,imdb bottom 100
31429,nature
31429,ocean
31429,submarine
31698,imdb bottom 100
31702,Iraq
31702,Iraq War
31702,middle east
31878,China
31878,Shanghai
31952,hungary
31952,subway
31952,trains
32128,National Lampoon
32289,figure skating
32298,interracial romance
32666,imdb bottom 100
32666,National Lampoon
32674,based on a book
32674,Ernest Hemingway
32892,directorial debut
33004,based on a book
33004,space
33085,based on a book
33085,ghosts
33085,haunted house
33585,Nudity (Full Frontal)
33677,music
33677,rock and roll
33685,based on a TV show
33685,imdb bottom 100
33838,dance
33838,hip hop
33903,Nudity (Topless)
34048,based on a book
34048,H.G. Wells
34048,remake
34072,scenic
34319,biology
34319,genetics
34321,sports
34405,directorial debut
34405,far future
34523,drugs
34534,revenge
34542,Alfred P. Sloan Feature Film Prize
36509,cave
36553,Chicago
37729,claymation
37736,based on a book
37736,Charles Dickens
38061,directorial debut
38388,soccer
38388,sports
38600,based on a book
39183,canada
39381,Australia
39414,based on a book
39421,National Lampoon
39444,weather reporter as protagonist
39715,franchise
40278,based on a book
40278,middle east
40278,Nudity (Topless)
40574,hip hop
40629,based on a book
40815,based on a book
40815,big budget
40815,franchise
40819,music business
40826,ensemble cast
40826,rock and roll
40851,based on a book
40964,imdb bottom 100
41014,directorial debut
41527,middle east
41527,religion
41569,big budget
42004,road trip
43684,interracial romance
43708,hip hop
43710,history
43710,physics
43710,science
43710,true story
43869,based on a book
43919,parody
43934,nature
44191,directorial debut
44191,subversive
44195,directorial debut
44204,Africa
44204,based on a book
44204,South Africa
44399,remake
44665,mistaken identity
44761,directorial debut
44844,imdb bottom 100
44972,parody
45028,ensemble cast
45442,big budget
45442,ocean
45442,remake
45442,shipwreck
45447,based on a book
45447,religion
45928,environment
45950,nature
45950,Oscar (Best Documentary Feature)
46530,big budget
46572,based on a play
46976,surreal
47382,dance
47493,black and white
47493,directorial debut
47516,imdb bottom 100
47815,imdb bottom 100
47999,christianity
47999,Colorado
48161,football
48322,reality tv
48600,based on a book
48600,Christianity
48600,religion
48738,Africa
48738,based on a book
48744,sex
48780,based on a book
49132,country music
49347,based on a book
49347,Nudity (Topless)
49524,based on a book
49524,Christianity
49524,religion
49647,based on a book
49647,E.B. White
49647,talking animals
49824,music business
49824,rhythm & blues
50253,based on a book
50253,Christianity
50253,religion
50798,imdb bottom 100
50872,imdb top 250
50872,Oscar (Best Animated Feature)
50872,talking animals
51014,based on a book
51014,Robert Louis Stevenson
51255,imdb top 250
51255,police
51255,small town
51471,England
51540,serial killer
51678,based on a play
51911,based on a play
51911,Tennessee Williams
51931,New York City
51935,based on a book
52328,space
52435,based on a book
52435,Christmas
52435,Dr. Seuss
52435,remade
52722,big budget
52767,7n Up (series)
52975,remake
53121,big budget
53121,talking animals
53322,ensemble cast
53447,based on a book
53550,Vietnam War
53972,terrorism
53993,big budget
54001,franchise
54190,rock and roll
54259,Neil Gaiman
54268,imdb bottom 100
54286,based on a book
54286,imdb top 250
54503,high school
54648,big budget
54768,imdb bottom 100
54783,Mormon
55063,Canada
55063,Manitoba
55176,space
55247,Alaska
55247,based on a book
55247,imdb top 250
55247,true story
55253,World War II
55269,trains
55272,police
55292,imdb bottom 100
55442,based on a book
55444,biography
55444,true story
55765,imdb top 250
55814,imdb top 250
55820,imdb top 250
55908,immortality
55908,Jerome Bixby
55995,based on a poem
55995,Neil Gaiman
55999,toys
56001,based on a book
56145,based on a book
56171,based on a book
56171,talking animals
56174,based on a book
56367,imdb top 250
56782,imdb top 250
56885,college
56945,Christmas
57484,based on a book
57522,imdb bottom 100
57530,imdb bottom 100
57532,imdb bottom 100
57669,directorial debut
58025,based on a book
58146,imdb bottom 100
58154,based on a book
58191,Oscar (Best Documentary Feature)
58299,based on a book
58299,Dr. Seuss
58303,based on a book
58303,true story
58306,history
58351,Brazil
58351,Rio de Janeiro
58559,imdb top 250
58803,casino
58803,true story
58839,football
58879,rock and roll
58998,Hawaii
59014,parody
59018,immigrants
59018,New York City
59037,cars
59126,Christianity
59126,islam
59126,religion
59258,pregnancy
59315,based on a comic
59315,imdb top 250
59315,Marvel
59315,military
59315,superhero
59315,watch the credits
59336,martial arts
59387,surreal
60069,far future
60069,imdb top 250
60069,pixar
60069,robots
60137,World War II
60295,china
60333,nature
61024,drugs
61132,disability
61132,irreverent
61132,movie business
61132,parody
61240,imdb top 250
61257,politics
61348,imdb bottom 100
61348,parody
61401,based on a comic
61729,ghosts
62155,based on a book
62336,anime
62437,history
62437,Iraq War
62437,politics
62511,New York City
62586,parody
62586,politics
62970,magic
62970,steampunk
62972,Alberta
62972,Canada
62972,ensemble cast
62972,history
62972,native americans
62972,New Mexico
63082,based on a book
63082,India
63446,Christmas
63540,dogs
63540,imdb bottom 100
63853,Australia
63853,World War II
63876,biography
63876,gay
63876,history
63876,politics
63876,San Francisco
64114,Christianity
64114,religion
64229,history
64229,music business
64575,Catholicism
64575,Christianity
64575,religion
64620,history
64620,journalism
64620,politics
64620,television
64620,true story
64983,assassin
64983,Germany
64983,history
64983,Nazis
64983,true story
64983,World War II
65126,Chuck Palahniuk
3949,ass to ass
35836,erection
47830,Nudity (Topless)
2819,skullduggery
51540,bad ending
3033,comedy
3033,funny
3033,mel brooks
3033,sci-fi comedy
741,anime
1274,anime
2116,high fantasy
2810,anime
3000,anime
3997,high fantasy
5039,high fantasy
5072,anime
5618,anime
5690,anime
5971,anime
6350,anime
6857,anime
7099,anime
8607,anime
26662,anime
31184,anime
31658,anime
31660,anime
4159,not to be taken seriously
4890,Peter Farrelly
5094,Crappy Remake
8370,R
8370,Takeshi Kitano
48982,Dreamworks
48982,Wallace & Gromit
367,carrey decline begins...
4235,Nudity (Topless - Brief)
6365,super-hero
5995,holocaust
6235,true story
7256,true story
849,thriller
1091,dumb
1091,funny
1091,stupid
1717,scream
2116,sleep
2391,teenagers
2409,boxing
2409,nostalgic
2409,sports
3263,basketball
3263,funny
3617,lame
3785,corny
3916,hope
4447,blonde
5377,romantic
5679,scary as hell
6373,amusing
6378,twists & turns
6870,weak
6934,technology
7147,deep
7147,thought-provoking
8622,documentary
8622,good
8622,realistic
8644,Action
8644,fight
8644,robot
3785,comedy
4447,comedy
6934,action
6934,sci-fi
6934,thriller
50,complicated
50,must be seen more than once
628,Edward Norton unbelievably good
1367,Dr House with more make-up
30818,great music
34162,Bit overrated
45720,Bit overrated
45726,Kate Hudson looking hot in dream scene
46972,not funny
51084,Definite chick flick
471,Comedy
471,Drama
471,Fantasy
471,Romance
628,Crime
628,Drama
628,Thriller
852,Comedy
852,Drama
852,Romance
1242,Action
1242,Drama
1242,War
1302,drama
1377,Action
1377,Crime
1377,Fantasy
1377,Romance
1377,Thriller
3081,Fantasy
3081,Horror
3081,Mystery
3081,Romance
4896,Adventure
4896,Children
4896,Fantasy
6270,Akira Kurosawa
6270,dreamlike
27741,anti hero
45175,foreign
58998,Nudity (Topless - Brief)
51666,ZZZZzzzzzzzzzz...
52245,Will Ferrell
1188,hee
1267,crazy
1343,blah
2005,blah
2105,sci-fi
1884,bats
7458,Homer
1136,MontyPython
39381,Australian
