11,"American President, The (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTI5NDU2NDYzOF5BMl5BanBnXkFtZTYwNDk5MDI5._V1_SY317_CR6,0,214,317_.jpg"
12,"Dracula",1992,"http://ia.media-imdb.com/images/M/MV5BMTI5MTU0NjAyMl5BMl5BanBnXkFtZTcwNTM3MjM1MQ@@._V1_SY317_CR10,0,214,317_.jpg"
13,"Balto (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMjA4MDQ0Nzc3N15BMl5BanBnXkFtZTYwMTkzODk4._V1_SY317_CR2,0,214,317_.jpg"
14,"Nixon (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTQ4ODUxNTU2OV5BMl5BanBnXkFtZTcwOTIwODMyMQ@@._V1_SY317_CR4,0,214,317_.jpg"
15,"Cutthroat Island (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTYyNjc2MjY2MV5BMl5BanBnXkFtZTcwNjU3NjM0MQ@@._V1_SY317_CR5,0,214,317_.jpg"
16,"Casino (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTMzMjkwMTk4Nl5BMl5BanBnXkFtZTYwNjYxMjk5._V1_SX214_.jpg"
17,"Sense and Sensibility (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BNzk1MjU3MDQyMl5BMl5BanBnXkFtZTcwNjc1OTM2MQ@@._V1_SX214_.jpg"
18,"Four Rooms (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTQwOTMzNjA0Nl5BMl5BanBnXkFtZTcwMjgzNTUyMQ@@._V1_SX214_.jpg"
19,"Ace Ventura",1994,"http://ia.media-imdb.com/images/M/MV5BMjAzNTI0ODUxOF5BMl5BanBnXkFtZTgwNTQxNzQxMTE@._V1_SY317_CR0,0,214,317_.jpg"
20,"Money Train (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BNDEwNzcyNjkzNl5BMl5BanBnXkFtZTcwNzQyMzYxMQ@@._V1_SY317_CR6,0,214,317_.jpg"
21,"Get Shorty (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMjAwODYzNDY4Ml5BMl5BanBnXkFtZTcwODkwNTgzNA@@._V1_SX214_.jpg"
22,"Copycat (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTMwNzcwMTAxOV5BMl5BanBnXkFtZTYwMzYyNzQ5._V1_SY317_CR11,0,214,317_.jpg"
23,"Assassins (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTY4OTUwMDY0Ml5BMl5BanBnXkFtZTcwMTg1NDcyMQ@@._V1_SY317_CR8,0,214,317_.jpg"
24,"Powder (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTM2NDczNjYwMV5BMl5BanBnXkFtZTYwNTI3Mjc4._V1_SX214_.jpg"
25,"Leaving Las Vegas (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BNDg3MDM5NTI0MF5BMl5BanBnXkFtZTcwNDY0NDk0NA@@._V1_SX214_.jpg"
26,"Othello (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTIxMzA2ODk2NV5BMl5BanBnXkFtZTcwMzQ4ODIyMQ@@._V1_SY317_CR6,0,214,317_.jpg"
27,"Now and Then (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTY4MjMwNzA1NF5BMl5BanBnXkFtZTcwNzEwNTYyMQ@@._V1_SY317_CR5,0,214,317_.jpg"
28,"Persuasion (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTc5NzAwNDAyN15BMl5BanBnXkFtZTYwMjYzMDc5._V1_SY317_CR2,0,214,317_.jpg"
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTg1OTk5OTM5Nl5BMl5BanBnXkFtZTcwNjM5MzI4OA@@._V1_SY317_CR1,0,214,317_.jpg"
30,"Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMjE4ODg1NTk3MF5BMl5BanBnXkFtZTcwMjQ2ODgyMQ@@._V1_SY317_CR0,0,214,317_.jpg"
31,"Dangerous Minds (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTI3NDIyMjIyM15BMl5BanBnXkFtZTYwMzA3NjU5._V1_SY317_CR2,0,214,317_.jpg"
32,"12 Monkeys (Twelve Monkeys) (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMjI4MDIxNjk2Ml5BMl5BanBnXkFtZTcwMTA3Njk3OA@@._V1_SY317_CR12,0,214,317_.jpg"
33,"Wings of Courage (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTc3ODY1MjA3OF5BMl5BanBnXkFtZTcwODgzOTgyMQ@@._V1_SX214_.jpg"
34,"Babe (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTIwNzY2OTIzN15BMl5BanBnXkFtZTcwNjcxODAzMQ@@._V1_SY317_CR7,0,214,317_.jpg"
35,"Carrington (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTI5NjcxMjc4MV5BMl5BanBnXkFtZTcwOTEzMDYxMQ@@._V1_SX214_.jpg"
36,"Dead Man Walking (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTM3NzA1MjM2N15BMl5BanBnXkFtZTcwMzY3MTMzNA@@._V1_SX214_.jpg"
37,"Across the Sea of Time (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BOTIwMzk1MDc1MF5BMl5BanBnXkFtZTcwMTEzNDkyMQ@@._V1_SY300_CR43,0,214,300_.jpg"
38,"It Takes Two (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTY3OTg1Nzk4OV5BMl5BanBnXkFtZTcwNDM3MTEyMQ@@._V1_SY317_CR4,0,214,317_.jpg"
39,"Clueless (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTgxODIxODE2MF5BMl5BanBnXkFtZTgwOTA4NjQxMTE@._V1_SY317_CR0,0,214,317_.jpg"
40,"Cry, the Beloved Country (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTcwMDU1OTEwOF5BMl5BanBnXkFtZTcwMTg5NjEyMQ@@._V1_SY317_CR5,0,214,317_.jpg"
41,"Richard III (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTI3MzMwMzIxMF5BMl5BanBnXkFtZTYwNTM0Nzc5._V1_SY317_CR3,0,214,317_.jpg"
42,"Dead Presidents (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMzE0NTI0MTM5MV5BMl5BanBnXkFtZTcwMzYwMTYyMQ@@._V1_SX214_.jpg"
43,"Restoration (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMjE5ODY5MTU5OF5BMl5BanBnXkFtZTYwNjcwNTY5._V1_SY317_CR2,0,214,317_.jpg"
44,"Mortal Kombat (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMjMyMTkwNzcxNF5BMl5BanBnXkFtZTgwOTMxNzYxMTE@._V1_SX214_.jpg"
45,"To Die For (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMjA5ODgxNDgzMV5BMl5BanBnXkFtZTcwOTIwNDAzMQ@@._V1_SY317_CR3,0,214,317_.jpg"
46,"How to Make an American Quilt (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BNzY3NTQ0NTM0NV5BMl5BanBnXkFtZTcwODkwMzgxMQ@@._V1_SY317_CR5,0,214,317_.jpg"
47,"Seven (a.k.a. Se7en) (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTQwNTU3MTE4NF5BMl5BanBnXkFtZTcwOTgxNDM2Mg@@._V1_SX214_.jpg"
48,"Pocahontas (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTU2ODI2NzI4OF5BMl5BanBnXkFtZTYwMjk5NzA5._V1_SY317_CR2,0,214,317_.jpg"
49,"When Night Is Falling (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTI2OTU5MDMzN15BMl5BanBnXkFtZTcwMTkxNTEzMQ@@._V1_SY317_CR3,0,214,317_.jpg"
50,"Usual Suspects, The (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMzI1MjI5MDQyOV5BMl5BanBnXkFtZTcwNzE4Mjg3NA@@._V1_SX214_.jpg"
51,"Guardian Angel (1994)",1994,"http://ia.media-imdb.com/images/M/MV5BMTI1OTA0NDQzN15BMl5BanBnXkFtZTcwMjIwNjQyMQ@@._V1_SY317_CR122,0,214,317_.jpg"
52,"Mighty Aphrodite (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTUzMzE3Nzg5Ml5BMl5BanBnXkFtZTcwNTIxNDEyMQ@@._V1_SY317_CR5,0,214,317_.jpg"
53,"Lamerica (1994)",1994,"http://ia.media-imdb.com/images/M/MV5BMTk0MTI5MjU3MF5BMl5BanBnXkFtZTcwMjMzODUyMQ@@._V1_SY317_CR5,0,214,317_.jpg"
54,"Big Green, The (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTMwODc3MDk3Nl5BMl5BanBnXkFtZTcwMTE5NTUyMQ@@._V1_SY317_CR6,0,214,317_.jpg"
55,"Georgia (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTYzMjgyNTk3OF5BMl5BanBnXkFtZTcwNTIxODcxMQ@@._V1_SY317_CR7,0,214,317_.jpg"
56,"Kids of the Round Table (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTg3ODc2Nzc3M15BMl5BanBnXkFtZTYwMDMzNzc5._V1_SY317_CR1,0,214,317_.jpg"
57,"Home for the Holidays (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMjExMTMyNzU4MV5BMl5BanBnXkFtZTcwMzIwMDkxMQ@@._V1_SX214_.jpg"
58,"Postman, The (Postino, Il) (1994)",1994,"http://ia.media-imdb.com/images/M/MV5BMTY5NDI4NjQyOV5BMl5BanBnXkFtZTYwODI1NDE5._V1_SY317_CR5,0,214,317_.jpg"
59,"Confessional, The (Confessionnal, Le) (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTk2MDE1MTYyNl5BMl5BanBnXkFtZTcwMzc3NDEzMQ@@._V1_SX214_.jpg"
60,"Indian in the Cupboard, The (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTk0NjQ5NzQxMl5BMl5BanBnXkFtZTcwMDc5NjUyMQ@@._V1_SX214_.jpg"
61,"Eye for an Eye (1996)",1996,"http://ia.media-imdb.com/images/M/MV5BMTUwMzc5NTk0NF5BMl5BanBnXkFtZTYwOTYyMzU5._V1_SX214_.jpg"
62,"Mr. Holland's Opus (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTUxODUxOTk2M15BMl5BanBnXkFtZTcwODk2NDYxMQ@@._V1_SY317_CR5,0,214,317_.jpg"
63,"Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)",1996,"http://ia.media-imdb.com/images/M/MV5BMTA3NjQ1Mzg4NTReQTJeQWpwZ15BbWU3MDcwNTQwMzE@._V1_SY317_CR4,0,214,317_.jpg"
64,"Two if by Sea (1996)",1996,"http://ia.media-imdb.com/images/M/MV5BMTY5MDcxNjY5MV5BMl5BanBnXkFtZTYwNDMxMTk5._V1_SX214_.jpg"
65,"Bio-Dome (1996)",1996,"http://ia.media-imdb.com/images/M/MV5BMTc4NDg0ODQ4Ml5BMl5BanBnXkFtZTcwNDM4MDUyMQ@@._V1_SY317_CR4,0,214,317_.jpg"
67,"Two Bits (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTY4NjA1Mzc2N15BMl5BanBnXkFtZTcwODI2NjYxMQ@@._V1_SY317_CR4,0,214,317_.jpg"
68,"French Twist (Gazon maudit) (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTg3NjczMTU1OF5BMl5BanBnXkFtZTcwOTAzNTQyMQ@@._V1_SY317_CR4,0,214,317_.jpg"
69,"Friday (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTQ1NzE3MzY0NV5BMl5BanBnXkFtZTYwNTM2MzE5._V1_SY317_CR6,0,214,317_.jpg"
70,"From Dusk Till Dawn (1996)",1996,"http://ia.media-imdb.com/images/M/MV5BMTUzNjI5NTUwOV5BMl5BanBnXkFtZTcwMDAyMDQyMQ@@._V1_SX214_.jpg"
71,"Fair Game (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTQ4NjM0MDI1OF5BMl5BanBnXkFtZTcwMDQ1ODMyMQ@@._V1_SY317_CR13,0,214,317_.jpg"
72,"Kicking and Screaming (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMjEzMjkwMzE4Nl5BMl5BanBnXkFtZTcwNzY0NzMzMQ@@._V1_SY317_CR5,0,214,317_.jpg"
73,"Misérables, Les (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMjE3Mjg5MzY5MV5BMl5BanBnXkFtZTcwMTEwNjgxMQ@@._V1_SX214_.jpg"
74,"Bed of Roses (1996)",1996,"http://ia.media-imdb.com/images/M/MV5BMjg4MzcxMzk3M15BMl5BanBnXkFtZTcwNzkzOTMyMQ@@._V1_SY317_CR10,0,214,317_.jpg"
75,"Big Bully (1996)",1996,"http://ia.media-imdb.com/images/M/MV5BMTM5OTk4OTA0MV5BMl5BanBnXkFtZTcwNjg1MjQyMQ@@._V1_SX214_.jpg"
76,"Screamers (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTgwMDI4MTIwMV5BMl5BanBnXkFtZTYwMDU4ODg4._V1_SY317_CR4,0,214,317_.jpg"
77,"Nico Icon (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BNTY2MDM2NzcyM15BMl5BanBnXkFtZTcwMjk3MzcyMQ@@._V1_SY317_CR1,0,214,317_.jpg"
78,"Crossing Guard, The (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTI3MzcxNTIzMl5BMl5BanBnXkFtZTcwMDM1NzAyMQ@@._V1_SY317_CR5,0,214,317_.jpg"
79,"Juror, The (1996)",1996,"http://ia.media-imdb.com/images/M/MV5BMTgwOTc5MjYzNl5BMl5BanBnXkFtZTcwMjYzMTYyMQ@@._V1_SX214_.jpg"
80,"White Balloon, The (Badkonake sefid) (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTE5ODk5MDAwN15BMl5BanBnXkFtZTYwNDA3MjE5._V1_SX214_.jpg"
81,"Things to Do in Denver When You're Dead (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTk3NDkzNjQ5Ml5BMl5BanBnXkFtZTYwMDQ0Mzk4._V1_SY317_CR3,0,214,317_.jpg"
82,"Antonia's Line (Antonia) (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTgwNjkwOTQ5NV5BMl5BanBnXkFtZTcwNjc3ODAyMQ@@._V1_SY317_CR2,0,214,317_.jpg"
83,"Once Upon a Time... When We Were Colored (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTI4NDk2MDcyNV5BMl5BanBnXkFtZTcwMTQxNTMyMQ@@._V1_SX214_.jpg"
84,"Last Summer in the Hamptons (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTY2OTM4MDI2OV5BMl5BanBnXkFtZTcwNTQxMTYxMQ@@._V1_SX214_.jpg"
85,"Angels and Insects (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BOTgwMTExNjk2M15BMl5BanBnXkFtZTcwNzQxNTEzMQ@@._V1_SY317_CR3,0,214,317_.jpg"
86,"White Squall (1996)",1996,"http://ia.media-imdb.com/images/M/MV5BMTI5NjIzMTI5OV5BMl5BanBnXkFtZTcwMjY0MzAyMQ@@._V1_SY317_CR4,0,214,317_.jpg"
87,"Dunston Checks In (1996)",1996,"http://ia.media-imdb.com/images/M/MV5BMTM2OTI4ODAxMl5BMl5BanBnXkFtZTcwODUzMzYyMQ@@._V1_SY317_CR5,0,214,317_.jpg"
88,"Black Sheep (1996)",1996,"http://ia.media-imdb.com/images/M/MV5BMTc3MDM5OTc4Ml5BMl5BanBnXkFtZTcwNjk2NDMyMQ@@._V1_SY317_CR3,0,214,317_.jpg"
89,"Nick of Time (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMjE1OTk4OTM2NF5BMl5BanBnXkFtZTYwNzE4OTc4._V1_SY317_CR5,0,214,317_.jpg"
90,"Journey of August King, The (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMjA2MTMxMDQyMV5BMl5BanBnXkFtZTcwMDEzMzcyMQ@@._V1_SX214_.jpg"
92,"Mary Reilly (1996)",1996,"http://ia.media-imdb.com/images/M/MV5BMTM2MzEzNTc2NF5BMl5BanBnXkFtZTYwNTI5NjU5._V1_SY317_CR1,0,214,317_.jpg"
93,"Vampire in Brooklyn (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTI1MTQ3NzE0MV5BMl5BanBnXkFtZTcwNDAwNzIyMQ@@._V1_SY317_CR4,0,214,317_.jpg"
94,"Beautiful Girls (1996)",1996,"http://ia.media-imdb.com/images/M/MV5BMTI4NjU0NDM0NV5BMl5BanBnXkFtZTYwODU5MjY5._V1_SY317_CR3,0,214,317_.jpg"
95,"Broken Arrow (1996)",1996,"http://ia.media-imdb.com/images/M/MV5BMTY1NTQzMDQwMF5BMl5BanBnXkFtZTYwOTQ1OTk4._V1_SY317_CR4,0,214,317_.jpg"
96,"In the Bleak Midwinter (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTIyMDEwMDAyMl5BMl5BanBnXkFtZTYwOTUwNTk4._V1_SX214_.jpg"
97,"Hate (Haine, La) (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTY3OTAyOTMyM15BMl5BanBnXkFtZTcwNTMxMTI0MQ@@._V1_SY317_CR5,0,214,317_.jpg"
98,"Shopping (1994)",1994,"http://ia.media-imdb.com/images/M/MV5BMTA5NzE3MjQ4MzFeQTJeQWpwZ15BbWU3MDQ1MDU2MjE@._V1_SY317_CR5,0,214,317_.jpg"
99,"Heidi Fleiss",2008,"http://www.somervillecafeblog.org/wp-content/plugins/cool-video-gallery/images/default_video.png"
100,"City Hall (1996)",1996,"http://ia.media-imdb.com/images/M/MV5BMTQxNzEzMzQwN15BMl5BanBnXkFtZTcwOTk5MDYyMQ@@._V1_SY292_CR1,0,214,292_.jpg"
101,"Bottle Rocket (1996)",1996,"http://ia.media-imdb.com/images/M/MV5BMTI2NDY4Mzc1Nl5BMl5BanBnXkFtZTcwNzUyNDk5MQ@@._V1_SY317_CR5,0,214,317_.jpg"
102,"Mr. Wrong (1996)",1996,"http://ia.media-imdb.com/images/M/MV5BMTM0MTAxMjcyMl5BMl5BanBnXkFtZTcwMTIzMTEyMQ@@._V1_SY317_CR4,0,214,317_.jpg"
103,"Unforgettable (1996)",1996,"http://ia.media-imdb.com/images/M/MV5BMjE4MjA4MzIxMV5BMl5BanBnXkFtZTcwMTg3Mjg3NA@@._V1_SX214_.jpg"
104,"Happy Gilmore (1996)",1996,"http://ia.media-imdb.com/images/M/MV5BMjA4NjUxODg3Ml5BMl5BanBnXkFtZTcwNzcyODc5Mw@@._V1_SX214_.jpg"
105,"Bridges of Madison County, The (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTI0MDkxMzA2NF5BMl5BanBnXkFtZTYwNjIxMDI5._V1_SY317_CR9,0,214,317_.jpg"
106,"Nobody Loves Me (Keiner liebt mich) (1994)",1994,"http://ia.media-imdb.com/images/M/MV5BMTM1NzQ2NjQ3Ml5BMl5BanBnXkFtZTcwNzg5NjYxMQ@@._V1_SY317_CR5,0,214,317_.jpg"
107,"Muppet Treasure Island (1996)",1996,"http://ia.media-imdb.com/images/M/MV5BMTY0NDU1MDYxMl5BMl5BanBnXkFtZTcwNjgyMTEzMQ@@._V1_SY317_CR4,0,214,317_.jpg"
108,"Catwalk (1996)",1996,"http://ia.media-imdb.com/images/M/MV5BMTYxNzk1NjMxN15BMl5BanBnXkFtZTcwNjk0ODkxMQ@@._V1_SX214_.jpg"
109,"Headless Body in Topless Bar (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTYyMTAzNDY0NF5BMl5BanBnXkFtZTcwODc4ODcxMQ@@._V1_SX214_.jpg"
110,"Braveheart (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BNjA4ODYxMDU3Nl5BMl5BanBnXkFtZTcwMzkzMTk3OA@@._V1_SX214_.jpg"
111,"Taxi Driver (1976)",1976,"http://ia.media-imdb.com/images/M/MV5BMTQ1Nzg3MDQwN15BMl5BanBnXkFtZTcwNDE2NDU2MQ@@._V1_SY317_CR9,0,214,317_.jpg"
112,"Rumble in the Bronx (Hont faan kui) (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTg2MTg5MTY0M15BMl5BanBnXkFtZTgwMjA5MDgxMTE@._V1_SY317_CR0,0,214,317_.jpg"
113,"Before and After (1996)",1996,"http://ia.media-imdb.com/images/M/MV5BMTgwODk4NDkzNF5BMl5BanBnXkFtZTcwMjA0MjUyMQ@@._V1_SY317_CR3,0,214,317_.jpg"
114,"Margaret's Museum (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTc3NjY0Mjk4MV5BMl5BanBnXkFtZTcwNTAzMzUyMQ@@._V1_SY317_CR5,0,214,317_.jpg"
115,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTcxMzM5MDAxMF5BMl5BanBnXkFtZTcwNzUxNDMzMQ@@._V1_SY317_CR6,0,214,317_.jpg"
116,"Anne Frank Remembered (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BNTMyOTkxMzA5N15BMl5BanBnXkFtZTcwNjU3MTUyMQ@@._V1_SY317_CR3,0,214,317_.jpg"
117,"Young Poisoner's Handbook, The (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTg0MTE5OTMzNV5BMl5BanBnXkFtZTcwMDM0MzkzMQ@@._V1_SY317_CR51,0,214,317_.jpg"
118,"If Lucy Fell (1996)",1996,"http://ia.media-imdb.com/images/M/MV5BMTIyNjYyMjIyMV5BMl5BanBnXkFtZTcwNzE4OTUxMQ@@._V1_SX214_.jpg"
119,"Steal Big, Steal Little (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTM3MzkzODY2OF5BMl5BanBnXkFtZTcwNjY1OTUyMQ@@._V1_SX214_.jpg"
120,"Race the Sun (1996)",1996,"http://ia.media-imdb.com/images/M/MV5BMTc3NzgzMzgxNF5BMl5BanBnXkFtZTcwNzMyMzUyMQ@@._V1_SY317_CR2,0,214,317_.jpg"
121,"Boys of St. Vincent, The (1992)",1992,"http://ia.media-imdb.com/images/M/MV5BMjE3NjM3NDQ0M15BMl5BanBnXkFtZTcwNzEwNjMyMQ@@._V1_SY317_CR4,0,214,317_.jpg"
122,"Boomerang (1992)",1992,"http://ia.media-imdb.com/images/M/MV5BMTg1NTk3NTkzNl5BMl5BanBnXkFtZTcwNTk4MjAzMQ@@._V1_SY317_CR3,0,214,317_.jpg"
123,"Chungking Express (Chóngqìng Senlín) (1994)",1994,"http://ia.media-imdb.com/images/M/MV5BMjA5MTc3NDE2MV5BMl5BanBnXkFtZTcwMDM5MTk5MQ@@._V1_SY317_CR21,0,214,317_.jpg"
124,"Star Maker, The (L'Uomo delle stelle) (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMjE0MTE1ODI3MF5BMl5BanBnXkFtZTcwMTMwMTkxMQ@@._V1_SY317_CR3,0,214,317_.jpg"
125,"Flirting With Disaster (1996)",1996,"http://ia.media-imdb.com/images/M/MV5BMTI5NDY1Nzk1OV5BMl5BanBnXkFtZTcwMDE5OTUyMQ@@._V1_SY317_CR3,0,214,317_.jpg"
126,"NeverEnding Story III, The (1994)",1994,"http://ia.media-imdb.com/images/M/MV5BMTAxMjY5OTg1MjJeQTJeQWpwZ15BbWU3MDk4MTgzMjE@._V1_SY317_CR3,0,214,317_.jpg"
127,"Silence of the Palace, The (Saimt el Qusur) (1994)",1994,"http://ia.media-imdb.com/images/M/MV5BMTQ2NzkzMDI4OF5BMl5BanBnXkFtZTcwMDA0NzE1NA@@._V1_SX214_.jpg"
128,"Jupiter's Wife (1994)",1994,"http://ia.media-imdb.com/images/M/MV5BMTg1NTAyNTY1MV5BMl5BanBnXkFtZTgwMTIxMzc3MDE@._V1_SY317_CR1,0,214,317_.jpg"
129,"Pie in the Sky (1996)",1996,"http://ia.media-imdb.com/images/M/MV5BMTAxMTQwNTg1NjNeQTJeQWpwZ15BbWU3MDEzMzI0MjE@._V1_SY317_CR5,0,214,317_.jpg"
130,"Angela (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTg1OTIyODc1MF5BMl5BanBnXkFtZTcwNzUxMjkzMQ@@._V1_SY317_CR4,0,214,317_.jpg"
131,"Frankie Starlight (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMjAxMzU0MzI0OF5BMl5BanBnXkFtZTcwMjI3MzMyMQ@@._V1_SX214_.jpg"
132,"Jade (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTI1NzI3MTQ2Nl5BMl5BanBnXkFtZTYwNzM5NDQ5._V1_SY317_CR5,0,214,317_.jpg"
133,"Nueba Yol (1995)",1995,"http://www.somervillecafeblog.org/wp-content/plugins/cool-video-gallery/images/default_video.png"
134,"Sonic Outlaws (1995)",1995,"http://ia.media-imdb.com/images/M/MV5BMTk5OTU5MTgxM15BMl5BanBnXkFtZTcwNTMwMDgyMQ@@._V1_SY317_CR5,0,214,317_.jpg"
135,"Down Periscope (1996)",1996,"http://ia.media-imdb.com/images/M/MV5BMjA0NTE0ODE0Ml5BMl5BanBnXkFtZTcwNjMxMzUyMQ@@._V1_SY317_CR5,0,214,317_.jpg"
